parent_airline,airline,aircraft_type,current,future,historic,total,orders,unit_cost,total_cost_current,average_age
SAS Group,Scandinavian Airlines,Canadair CRJ-900,19,0,3,22,4,46,874,4.7
SAS Group,Widerøe,De Havilland Canada DHC-6 Twin Otter,0,0,1,1,0,7,-1,-1
SAS Group,Scandinavian Airlines,De Havilland Canada DHC-8 Dash 8,0,0,28,28,0,7,-1,-1
SAS Group,Widerøe,De Havilland Canada DHC-8 Dash 8,41,0,17,58,0,31,1283,18.7
SAS Group,Air Greenland,De Havilland Canada DHC-8 Dash 8,7,0,1,8,0,31,219,19.7
SAS Group,Scandinavian Airlines,Fokker F50 / F60,0,0,7,7,0,18,-1,-1
SAS Group,Widerøe,Fokker F50 / F60,0,0,4,4,0,18,-1,-1
SAS Group,Scandinavian Airlines,McDonnell Douglas DC-10,0,0,12,12,0,145,-1,-1
SAS Group,Scandinavian Airlines,McDonnell Douglas DC-8,0,0,29,29,0,6,-1,-1
SAS Group,Scandinavian Airlines,McDonnell Douglas DC-9,0,0,71,71,0,45,-1,-1
SAS Group,Scandinavian Airlines,McDonnell Douglas MD-80,0,0,82,82,0,45,-1,-1
SAS Group,Scandinavian Airlines,McDonnell Douglas MD-90,0,0,8,8,0,45,-1,-1
SAS Group,Scandinavian Airlines,Saab 2000,0,0,7,7,0,12,-1,-1
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A300,0,0,36,36,0,75,-1,-1
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A310,0,0,1,1,0,75,-1,-1
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A319,5,0,0,5,0,90,448,12.2
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A320,35,5,9,49,4,98,3430,6.4
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A321,15,0,12,27,0,115,1724,4.9
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A330,28,5,12,45,14,240,6720,6.1
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A340,0,0,4,4,0,216,-1,-1
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 737,0,0,26,26,0,74,-1,-1
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 747,21,0,107,128,0,316,6632,16.8
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 757,0,0,10,10,0,73,-1,-1
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 767,0,0,12,12,0,187,-1,-1
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 777,54,3,0,57,2,295,15906,8.9
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 787 Dreamliner,4,4,0,8,4,265,1060,0.9
Saudi Arabian Airlines,Saudi Arabian Airlines,Embraer ERJ-170,15,0,0,15,0,39,581,10.5
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-10,0,0,1,1,0,145,-1,-1
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-8,0,0,37,37,0,6,-1,-1
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-9,0,0,3,3,0,45,-1,-1
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas MD-11,0,0,5,5,0,175,-1,-1
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas MD-90,0,0,29,29,0,45,-1,-1
Singapore Airlines,Singapore Airlines,Airbus A300,0,0,8,8,0,75,-1,-1
Singapore Airlines,Singapore Airlines,Airbus A310,0,0,23,23,0,75,-1,-1
Singapore Airlines,SilkAir,Airbus A310,0,0,2,2,0,75,-1,-1
Singapore Airlines,SilkAir,Airbus A319,3,0,5,8,0,90,269,8.3
Singapore Airlines,SilkAir,Airbus A320,11,0,8,19,0,98,1078,6.7
Singapore Airlines,Singapore Airlines,Airbus A330,26,0,8,34,0,240,6240,4.6
Singapore Airlines,Singapore Airlines,Airbus A340,0,0,22,22,0,216,-1,-1
Singapore Airlines,Singapore Airlines,Airbus A350 XWB,8,6,0,14,61,312,2496,0.4
Singapore Airlines,Singapore Airlines,Airbus A380,19,2,0,21,5,433,8219,7.5
Singapore Airlines,Singapore Airlines,Boeing 737,0,0,5,5,0,74,-1,-1
Singapore Airlines,Singapore Airlines Cargo,Boeing 737,0,0,1,1,0,74,-1,-1
Singapore Airlines,SilkAir,Boeing 737,17,0,6,23,38,74,1258,1.8
Singapore Airlines,Singapore Airlines,Boeing 747,0,0,80,80,0,316,-1,-1
Singapore Airlines,Singapore Airlines Cargo,Boeing 747,9,0,11,20,0,316,2842,14.4
Singapore Airlines,Singapore Airlines,Boeing 757,0,0,4,4,0,73,-1,-1
Singapore Airlines,Singapore Airlines,Boeing 777,54,0,31,85,0,295,15906,10.6
Singapore Airlines,Singapore Airlines,Boeing 787,0,0,0,0,30,265,-1,-1
Singapore Airlines,SilkAir,Fokker F70 / F100,0,0,2,2,0,20,-1,-1
Singapore Airlines,Singapore Airlines,McDonnell Douglas DC-10,0,0,8,8,0,145,-1,-1
Skymark Airlines,Skymark Airlines,Airbus A330,0,0,5,5,0,240,-1,-1
Skymark Airlines,Skymark Airlines,Boeing 737,26,0,7,33,0,74,1923,5.7
Skymark Airlines,Skymark Airlines,Boeing 767,0,0,7,7,0,187,-1,-1
Skywest,Skywest,Canadair CRJ-700,94,0,8,102,0,41,3854,11
Skywest,Skywest,Canadair CRJ-900,36,0,0,36,0,46,1656,9.7
Skywest,Skywest,Embraer E175-E2,0,0,0,0,100,39,-1,-1
Skywest,Skywest,Embraer EMB-120 Brasilia,0,0,62,62,0,11,-1,-1
Skywest,Skywest,Embraer ERJ-170,79,4,0,83,25,39,3057,1.3
Skywest,Skywest,Mitsubishi MRJ90,0,0,0,0,100,47,-1,-1
Skywest Airlines,Skywest Airlines,Canadair CRJ-100 Series,166,0,33,199,0,32,5287,14.5
South African Airways,South African Airways,Airbus A300,0,0,9,9,0,75,-1,-1
South African Airways,South African Airways,Airbus A319,8,0,3,11,0,90,717,11.9
South African Airways,South African Airways,Airbus A320,12,0,7,19,0,98,1176,3
South African Airways,South African Airways,Airbus A330,8,2,5,15,3,240,1920,4.2
South African Airways,South African Airways,Airbus A340,17,0,6,23,0,216,3664,13.4
South African Airways,South African Airways,Boeing 737,9,0,43,52,0,74,666,17.3
South African Airways,Mango,Boeing 737,10,0,3,13,0,74,740,16.2
South African Airways,South African Airways,Boeing 747,0,0,28,28,0,316,-1,-1
South African Airways,South African Airways,Boeing 767,0,0,3,3,0,187,-1,-1
South African Airways,South African Airways,McDonnell Douglas MD-80,0,0,2,2,0,45,-1,-1
Southwest Airlines,Southwest Airlines,Boeing 737,718,38,195,952,284,74,53118,11.7
SpiceJet,SpiceJet,Airbus A319,0,0,1,1,0,90,-1,-1
SpiceJet,SpiceJet,Airbus A320,0,0,1,1,0,98,-1,-1
SpiceJet,SpiceJet,Boeing 737,28,0,37,65,42,74,2071,6.8
SpiceJet,SpiceJet,De Havilland Canada DHC-8 Dash 8,18,0,1,19,0,31,563,5.3
Spirit Airlines,Spirit Airlines,Airbus A319,29,0,4,33,0,90,2598,10.5
Spirit Airlines,Spirit Airlines,Airbus A320,49,1,0,50,60,98,4802,3.1
Spirit Airlines,Spirit Airlines,Airbus A321,16,3,4,23,14,115,1838,2.1
Spirit Airlines,Spirit Airlines,McDonnell Douglas DC-9,0,0,18,18,0,45,-1,-1
Spirit Airlines,Spirit Airlines,McDonnell Douglas MD-80,0,0,37,37,0,45,-1,-1
Spring Airlines,Spring Airlines,Airbus A320,65,4,8,77,63,98,6370,3.7
SunExpress,SunExpress,Airbus A320,0,0,3,3,0,98,-1,-1
SunExpress,SunExpress Deutschland,Airbus A330,6,0,0,0,1,240,1440,-1
SunExpress,SunExpress,Boeing 737,51,0,37,88,40,74,3773,8.5
SunExpress,SunExpress Deutschland,Boeing 737,16,0,4,20,0,74,1184,13.6
SunExpress,SunExpress,Boeing 757,0,0,4,4,0,73,-1,-1
TAP Portugal,TAP Portugal,Airbus A310,0,0,7,7,0,75,-1,-1
TAP Portugal,TAP Portugal,Airbus A319,21,0,0,21,0,90,1882,17.5
TAP Portugal,TAP Portugal,Airbus A320,19,0,6,25,17,98,1862,12.8
TAP Portugal,TAP Portugal,Airbus A321,3,0,0,3,24,115,345,15.7
TAP Portugal,TAP Portugal,Airbus A330,16,0,0,16,20,240,3840,14.4
TAP Portugal,TAP Portugal,Airbus A340,4,0,0,4,0,216,862,21.9
TAP Portugal,TAP Express,ATR 42/72,8,0,0,8,0,22,177,1.2
TAP Portugal,TAP Portugal,Boeing 727,0,0,1,1,0,4,-1,-1
TAP Portugal,TAP Portugal,Boeing 737,0,0,25,25,0,74,-1,-1
TAP Portugal,TAP Portugal,Boeing 747,0,0,4,4,0,316,-1,-1
TAP Portugal,TAP Express,Embraer ERJ-190,9,0,0,9,4,46,416,5.2
TAP Portugal,TAP Portugal,Lockheed L-1011 TriStar,0,0,2,2,0,190,-1,-1
Thai Airways,Thai Airways,Airbus A300,0,0,35,35,0,75,-1,-1
Thai Airways,Thai Airways,Airbus A310,0,0,4,4,0,75,-1,-1
Thai Airways,Thai Smile,Airbus A320,20,0,0,20,0,98,1960,3
Thai Airways,Thai Airways,Airbus A320,0,0,5,5,0,98,-1,-1
Thai Airways,Thai Airways,Airbus A330,17,0,10,27,0,240,4080,7.5
Thai Airways,Thai Airways,Airbus A340,0,0,10,10,0,216,-1,-1
Thai Airways,Thai Airways,Airbus A350 XWB,2,1,0,3,10,312,624,0.3
Thai Airways,Thai Airways,Airbus A380,6,0,0,6,0,433,2596,4.2
Thai Airways,Nok Air,ATR 42/72,2,0,2,4,0,22,44,9.5
Thai Airways,Thai Airways,ATR 42/72,0,0,4,4,0,22,-1,-1
Thai Airways,Thai Airways,Boeing 737,2,0,12,14,0,74,148,24
Thai Airways,Nok Air,Boeing 737,23,0,16,39,11,74,1702,7.7
Thai Airways,Thai Airways,Boeing 747,10,0,16,26,0,316,3158,17.8
Thai Airways,Thai Airways,Boeing 777,32,0,9,41,0,295,9426,10.1
Thai Airways,Thai Airways,Boeing 787 Dreamliner,6,0,0,6,2,265,1591,2
Thai Airways,Thai Airways,British Aerospace BAe 146/Avro RJ,0,0,11,11,0,14,-1,-1
Thai Airways,Nok Air,De Havilland Canada DHC-8 Dash 8,8,0,0,8,0,31,250,1.6
Thai Airways,Thai Airways,McDonnell Douglas DC-10,0,0,9,9,0,145,-1,-1
Thai Airways,Thai Airways,McDonnell Douglas DC-8,0,0,15,15,0,6,-1,-1
Thai Airways,Thai Airways,McDonnell Douglas DC-9,0,0,2,2,0,45,-1,-1
Thai Airways,Thai Airways,McDonnell Douglas MD-11,0,0,4,4,0,175,-1,-1
Thomas Cook Airlines,Condor,Airbus A300,0,0,9,9,0,75,-1,-1
Thomas Cook Airlines,Condor,Airbus A310,0,0,5,5,0,75,-1,-1
Thomas Cook Airlines,Condor,Airbus A319,0,0,1,1,0,90,-1,-1
Thomas Cook Airlines,Condor,Airbus A320,9,0,5,14,0,98,882,17.8
Thomas Cook Airlines,Condor,Airbus A321,7,0,1,8,0,115,804,4
Thomas Cook Airlines,Condor,Boeing 727,0,0,1,1,0,4,-1,-1
Thomas Cook Airlines,Condor,Boeing 737,0,0,17,17,0,74,-1,-1
Thomas Cook Airlines,Condor,Boeing 747,0,0,4,4,0,316,-1,-1
Thomas Cook Airlines,Condor,Boeing 757,13,0,20,33,0,73,943,17.5
Thomas Cook Airlines,Condor,Boeing 767,16,0,5,21,0,187,2990,21.3
Thomas Cook Airlines,Condor,McDonnell Douglas DC-10,0,0,5,5,0,145,-1,-1
Thomas Cook Airlines,Condor,McDonnell Douglas DC-8,0,0,1,1,0,6,-1,-1
Thomas Cook Airlines,Thomas Cook Airlines Belgium,Airbus A319,0,0,1,1,0,90,-1,-1
Thomas Cook Airlines,Thomas Cook Airlines Belgium,Airbus A320,5,0,15,20,0,98,490,14.7
Thomas Cook Airlines,Thomas Cook Airlines,Airbus A320,0,0,30,30,0,98,-1,-1
Thomas Cook Airlines,Thomas Cook Airlines Scandinavia,Airbus A320,0,0,2,2,0,98,-1,-1
Thomas Cook Airlines,Thomas Cook Airlines,Airbus A321,21,0,2,23,0,115,2413,6.9
Thomas Cook Airlines,Thomas Cook Airlines Scandinavia,Airbus A321,8,0,4,12,0,115,919,5
Thomas Cook Airlines,Thomas Cook Airlines,Airbus A330,7,1,4,12,0,240,1680,12.5
Thomas Cook Airlines,Thomas Cook Airlines Scandinavia,Airbus A330,4,0,0,4,0,240,960,16.6
Thomas Cook Airlines,Thomas Cook Airlines,Boeing 757,2,3,21,26,3,73,145,15.7
Thomas Cook Airlines,Thomas Cook Airlines Belgium,Boeing 757,0,0,1,1,0,73,-1,-1
Thomas Cook Airlines,Thomas Cook Airlines,Boeing 767,3,0,0,3,0,187,561,21.8
Tianjin Airlines,Tianjin Airlines,Airbus A320,23,4,0,27,0,98,2254,3.7
Tianjin Airlines,GX Airlines,Airbus A320,3,0,0,3,0,98,294,2.5
Tianjin Airlines,Tianjin Airlines,Airbus A330,1,3,0,4,4,240,240,8.8
Tianjin Airlines,Tianjin Airlines,Dornier Do-328,0,0,26,26,0,8,-1,-1
Tianjin Airlines,Tianjin Airlines,Embraer ERJ-145,19,0,6,25,0,20,372,8.7
Tianjin Airlines,Tianjin Airlines,Embraer ERJ-190,48,0,10,58,20,46,2218,5.6
Tianjin Airlines,GX Airlines,Embraer ERJ-190,10,0,0,10,0,46,462,6.1
Trans States Airlines,Trans States Airlines,ATR 42/72,0,0,12,12,0,22,-1,-1
Trans States Airlines,Trans States Airlines,British Aerospace Jetstream 41,0,0,11,11,0,7,-1,-1
Trans States Airlines,Compass Airlines,Canadair CRJ-100 Series,0,0,1,1,0,32,-1,-1
Trans States Airlines,GoJet Airlines,Canadair CRJ-700,46,0,1,47,0,41,1886,11.4
Trans States Airlines,GoJet Airlines,Canadair CRJ-900,7,0,0,7,0,46,322,8.5
Trans States Airlines,Trans States Airlines,Embraer EMB-120 Brasilia,0,0,1,1,0,11,-1,-1
Trans States Airlines,Trans States Airlines,Embraer ERJ-145,55,0,43,98,0,20,1078,15.2
Trans States Airlines,Compass Airlines,Embraer ERJ-170,62,0,0,62,0,39,2399,6.4
Trans States Airlines,Trans States Airlines,Mitsubishi MRJ90,0,0,0,0,20,47,-1,-1
TUI Group,Thomson Airways,Airbus A320,0,0,5,5,0,98,-1,-1
TUI Group,Thomson Airways,Airbus A321,0,0,2,2,0,115,-1,-1
TUI Group,Thomson Airways,Boeing 737,33,0,13,46,0,74,2441,5.8
TUI Group,TUI Airlines Netherlands,Boeing 737,5,0,5,10,0,74,370,7.9
TUI Group,TUI Airlines Belgium,Boeing 737,20,0,0,20,1,74,1480,7.3
TUI Group,TUIfly,Boeing 737,30,0,53,83,0,74,2219,8.2
TUI Group,TUIfly Nordic,Boeing 737,6,0,2,8,0,74,444,7.2
TUI Group,Thomson Airways,Boeing 757,14,0,17,31,0,73,1015,16.4
TUI Group,TUIfly Nordic,Boeing 757,0,0,4,4,0,73,-1,-1
TUI Group,Thomson Airways,Boeing 767,3,0,10,13,0,187,561,18.2
TUI Group,TUI Airlines Netherlands,Boeing 767,1,0,0,1,0,187,187,16.9
TUI Group,TUI Airlines Belgium,Boeing 767,1,0,0,1,0,187,187,16.9
TUI Group,TUIfly,Boeing 767,1,0,2,3,0,187,187,18.6
TUI Group,TUIfly Nordic,Boeing 767,1,0,1,2,0,187,187,17.8
TUI Group,Thomson Airways,Boeing 787 Dreamliner,10,1,0,11,3,265,2651,2.5
TUI Group,TUI Airlines Netherlands,Boeing 787 Dreamliner,3,0,0,3,0,265,795,2.1
TUI Group,TUI Airlines Belgium,Boeing 787 Dreamliner,1,0,0,1,0,265,265,3.1
TUI Group,TUI Airlines Belgium,Embraer ERJ-190,3,0,0,3,1,46,139,3.1
Tunisair,Tunisair,Airbus A300,0,0,7,7,0,75,-1,-1
Tunisair,Tunisair,Airbus A310,0,0,2,2,0,75,-1,-1
Tunisair,Tunisair,Airbus A319,4,0,0,4,0,90,358,15.5
Tunisair,Tunisair,Airbus A320,17,0,3,20,4,98,1666,15.7
Tunisair,Tunisair,Airbus A330,2,0,0,2,0,240,480,1.7
Tunisair,Tunisair Express,ATR 42/72,3,0,1,4,0,22,66,14.2
Tunisair,Tunisair,Boeing 727,0,0,1,1,0,4,-1,-1
Tunisair,Tunisair,Boeing 737,7,0,25,32,0,74,518,16.9
Tunisair,Tunisair,Boeing 747,0,0,1,1,0,316,-1,-1
Tunisair,Tunisair Express,Canadair CRJ-900,1,0,0,1,0,46,46,10.2
Tunisair,Tunisair,McDonnell Douglas DC-10,0,0,2,2,0,145,-1,-1
Tunisair,Tunisair,McDonnell Douglas DC-8,0,0,2,2,0,6,-1,-1
Tunisair,Tunisair,McDonnell Douglas MD-90,0,0,1,1,0,45,-1,-1
Turkish Airlines,Turkish Airlines,Airbus A300,0,0,2,2,0,75,-1,-1
Turkish Airlines,Turkish Airlines,Airbus A310,0,0,19,19,0,75,-1,-1
Turkish Airlines,Turkish Airlines,Airbus A319,14,0,0,14,0,90,1254,8.7
Turkish Airlines,Turkish Airlines,Airbus A320,29,0,17,46,0,98,2842,9.7
Turkish Airlines,Anadolujet (100%),Airbus A320,0,0,10,10,0,98,-1,-1
Turkish Airlines,Turkish Airlines,Airbus A321,66,2,7,75,94,115,7583,4.6
Turkish Airlines,Turkish Airlines,Airbus A330,58,8,6,72,8,240,13920,5.3
Turkish Airlines,Turkish Airlines,Airbus A340,4,0,5,9,0,216,862,18.6
Turkish Airlines,Anadolujet (100%),ATR 42/72,0,0,2,2,0,22,-1,-1
Turkish Airlines,Turkish Airlines,Boeing 737,92,0,50,142,75,74,6806,6.4
Turkish Airlines,Anadolujet (100%),Boeing 737,34,0,36,70,0,74,2515,13
Turkish Airlines,Turkish Airlines,Boeing 777,32,1,6,39,2,295,9426,3.2
Turkish Airlines,Turkish Airlines,British Aerospace BAe 146/Avro RJ,0,0,14,14,0,14,-1,-1
Turkish Airlines,Anadolujet (100%),Embraer ERJ-190,0,0,6,6,0,46,-1,-1
Turkish Airlines,Turkish Airlines,McDonnell Douglas DC-10,0,0,4,4,0,145,-1,-1
Turkish Airlines,Turkish Airlines,McDonnell Douglas DC-9,0,0,11,11,0,45,-1,-1
Turkish Airlines,Turkish Airlines,McDonnell Douglas MD-80,0,0,3,3,0,45,-1,-1
Turkish Airlines,Turkish Airlines,McDonnell Douglas MD-90,0,0,2,2,0,45,-1,-1
United Airlines,United Airlines,Airbus A319,59,20,0,80,3,90,5286,16.5
United Airlines,United Airlines,Airbus A320,97,0,1,98,0,98,9506,18.6
United Airlines,United Airlines,Airbus A350,0,0,0,35,0,312,-1,-1
United Airlines,United Airlines,Boeing 727,0,0,3,3,0,4,-1,-1
United Airlines,United Airlines,Boeing 737,321,2,295,620,103,74,23748,10.1
United Airlines,United Airlines,Boeing 747,21,0,67,88,0,316,6632,21.2
United Airlines,United Airlines,Boeing 757,77,0,83,160,0,73,5583,18.9
United Airlines,United Airlines,Boeing 767,51,0,31,82,0,187,9532,19.5
United Airlines,United Airlines,Boeing 777,74,14,8,96,14,295,21797,17.5
United Airlines,United Airlines,Boeing 787 Dreamliner,30,2,0,32,29,265,7953,2.2
United Airlines,United Airlines,Embraer E175,0,0,0,0,24,39,-1,-1
United Airlines,United Airlines,McDonnell Douglas DC-10,0,0,59,59,0,145,-1,-1
United Airlines,United Airlines,McDonnell Douglas DC-8,0,0,117,117,0,6,-1,-1
UPS Airlines,UPS,Airbus A300,52,0,1,53,0,75,3900,13.9
UPS Airlines,UPS,Boeing 747,13,0,27,40,14,316,4105,15
UPS Airlines,UPS,Boeing 757,75,0,0,75,0,73,5438,23.3
UPS Airlines,UPS,Boeing 767,59,0,0,59,0,187,11027,12.8
UPS Airlines,UPS,McDonnell Douglas DC-8,0,0,53,53,0,6,-1,-1
UPS Airlines,UPS,McDonnell Douglas MD-11,37,0,1,38,0,175,6475,23.2
Utair,Utair,Airbus A321,0,0,12,12,0,115,-1,-1
Utair,UTair-Cargo,Antonov An-2,11,0,0,0,0,2,17,-1
Utair,Vostok Aviation Company,Antonov An-28,5,0,0,0,0,3,15,-1
Utair,Vostok Aviation Company,Antonov An-38,3,0,0,0,0,2,5,-1
Utair,UTair-Cargo,Antonov An-74-200,6,0,0,0,0,19,111,-1
Utair,Utair,ATR 42/72,15,0,15,30,0,22,332,5.3
Utair,Utair,Boeing 737,47,0,8,55,0,74,3477,18.1
Utair,Utair,Boeing 757,0,0,9,9,0,73,-1,-1
Utair,Utair,Boeing 767,3,0,6,9,0,187,561,15.5
Utair,Utair,Canadair CRJ-100 Series,0,0,15,15,0,32,-1,-1
Utair,Vostok Aviation Company,Mil Mi-8MTV-1,9,0,0,0,0,,-1,-1
Utair,Vostok Aviation Company,Mil Mi-8T,6,0,0,0,0,,-1,-1
Utair,Utair,Tupolev Tu-134,0,0,1,1,0,16,-1,-1
Utair,Utair,Tupolev Tu-154,0,0,2,2,0,16,-1,-1
Vietnam Airlines,Vietnam Airlines,Airbus A300,0,0,2,2,0,75,-1,-1
Vietnam Airlines,Vietnam Airlines,Airbus A310,0,0,2,2,0,75,-1,-1
Vietnam Airlines,Cambodia Angkor Air,Airbus A320,1,1,0,2,1,98,98,0.1
Vietnam Airlines,Jetstar Pacific Airlines,Airbus A320,13,1,4,18,10,98,1274,7
Vietnam Airlines,Vietnam Airlines,Airbus A320,0,0,19,19,0,98,-1,-1
Vietnam Airlines,Vietnam Airlines,Airbus A321,56,0,5,61,12,115,6434,5.8
Vietnam Airlines,Cambodia Angkor Air,Airbus A321,2,0,4,6,0,115,230,7.9
Vietnam Airlines,Jetstar Pacific Airlines,Airbus A321,0,0,2,2,0,115,-1,-1
Vietnam Airlines,Vietnam Airlines,Airbus A330,8,0,5,13,0,240,1920,9.6
Vietnam Airlines,Vietnam Airlines,Airbus A350 XWB,5,2,0,7,19,312,1560,1.1
Vietnam Airlines,Cambodia Angkor Air,ATR 42/72,3,0,2,5,0,22,66,7
Vietnam Airlines,Vietnam Air Service Company,ATR 42/72,4,0,1,5,0,22,88,11
Vietnam Airlines,Vietnam Airlines,ATR 42/72,0,0,24,24,0,22,-1,-1
Vietnam Airlines,Vietnam Airlines,Boeing 737,0,0,5,5,0,74,-1,-1
Vietnam Airlines,Jetstar Pacific Airlines,Boeing 737,0,0,5,5,0,74,-1,-1
Vietnam Airlines,Vietnam Airlines,Boeing 767,0,0,17,17,0,187,-1,-1
Vietnam Airlines,Vietnam Airlines,Boeing 777,4,0,6,10,0,295,1178,12.8
Vietnam Airlines,Vietnam Airlines,Boeing 787 Dreamliner,10,1,0,11,9,265,2651,0.9
Vietnam Airlines,Vietnam Airlines,Fokker F70 / F100,0,0,2,2,0,20,-1,-1
Virgin America,Virgin America,Airbus A319,10,0,0,10,0,90,896,9.2
Virgin America,Virgin America,Airbus A320,53,0,0,53,30,98,5194,6.3
Virgin America,Virgin America,Airbus A321,0,0,0,0,10,115,-1,-1
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A320,0,0,6,6,0,98,-1,-1
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A321,0,0,1,1,0,115,-1,-1
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A330,10,0,0,10,0,240,2400,5.1
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A340,8,0,21,29,0,216,1724,10.5
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 747,8,0,22,30,0,316,2526,17.1
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 767,0,0,1,1,0,187,-1,-1
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 787 Dreamliner,13,4,0,17,0,265,3446,1.3
Virgin Australia,Virgin Australia Regional,Airbus A320,2,0,0,2,0,98,196,18.8
Virgin Australia,Tigerair Australia,Airbus A320,14,0,0,14,0,98,1372,7.2
Virgin Australia,Virgin Australia,Airbus A330,6,0,2,8,0,240,1440,3.9
Virgin Australia,Virgin Australia,ATR 42/72,14,0,0,14,0,22,309,4.4
Virgin Australia,Virgin Australia Regional,ATR 42/72,0,0,14,14,0,22,-1,-1
Virgin Australia,Virgin Australia,Boeing 737,75,0,26,101,40,74,5549,6.7
Virgin Australia,Virgin Samoa,Boeing 737,1,0,1,2,0,74,74,5.1
Virgin Australia,Tigerair Australia,Boeing 737,3,1,0,4,0,74,222,12.5
Virgin Australia,Virgin Australia,Boeing 777,5,0,0,5,0,295,1473,7.4
Virgin Australia,Virgin Australia,Embraer ERJ-170,0,0,4,4,0,39,-1,-1
Virgin Australia,Virgin Australia,Embraer ERJ-190,13,0,5,18,0,46,601,7.6
Virgin Australia,Virgin Australia Regional,Fokker F50 / F60,0,0,8,8,0,18,-1,-1
Virgin Australia,Virgin Australia Regional,Fokker F70 / F100,14,0,0,14,0,20,280,24.6
Volaris,Volaris,Airbus A319,15,0,9,24,0,90,1344,9.7
Volaris,Volaris,Airbus A320,44,3,1,48,42,98,4312,3.3
Volaris,Volaris,Airbus A321,9,1,0,10,0,115,1034,0.6
WestJet,WestJet,Boeing 737,114,1,40,155,0,74,8434,8.3
WestJet,WestJet,Boeing 757,0,0,1,1,0,73,-1,-1
WestJet,WestJet,Boeing 767,4,0,0,4,0,187,748,24.5
WestJet,WestJet Encore,De Havilland Canada DHC-8 Dash 8,33,0,0,33,9,31,1033,2
Wizz Air,Wizz Air,Airbus A320,63,0,9,72,8,98,6174,5.1
Wizz Air,Wizz Air,Airbus A321,11,4,0,15,129,115,1264,0.6
